problem;trial;r2_train;r2_test;seed
1027_ESL;1;0.8745860173518267;0.8584778313640371;29802
1027_ESL;2;0.8743636348129451;0.8722190100970827;22118
1027_ESL;3;0.867468554857224;0.8745624315418928;860
1027_ESL;4;0.8672828283721694;0.88441181583759;15795
1027_ESL;5;0.8741540638778759;0.8602448689470964;21575
1027_ESL;6;0.8725524492207339;0.8543254584080545;5390
1027_ESL;7;0.8716405426615197;0.8597199084006231;11964
1027_ESL;8;0.8721877704225705;0.8721609692883434;6265
1027_ESL;9;0.8689060560357709;0.8633450445762385;23654
1027_ESL;10;0.8799165790049631;0.8263484444421424;11284
