problem;trial;r2_train;r2_test;seed
659_sleuth_ex1714;1;0.950555797467504;0.7887560799211916;29802
659_sleuth_ex1714;2;0.9574832856206427;0.5520873308336625;22118
659_sleuth_ex1714;3;0.9520864025503153;0.5718350527666551;860
659_sleuth_ex1714;4;0.9502979571121517;0.20779776082283952;15795
659_sleuth_ex1714;5;0.9445305372894798;0.8977741907275347;21575
659_sleuth_ex1714;6;0.9672255365817487;0.6459450068233622;5390
659_sleuth_ex1714;7;0.9542781765334476;0.4014090681984417;11964
659_sleuth_ex1714;8;0.9612786314388624;0.6088451818971583;6265
659_sleuth_ex1714;9;0.9744404616580568;-0.23043601780295386;23654
659_sleuth_ex1714;10;0.9509232078288751;0.6744864726167672;11284
