problem;trial;r2_train;r2_test;seed
665_sleuth_case2002;1;0.4996528447039642;0.3423936943108147;29802
665_sleuth_case2002;2;0.527843086776572;0.2538068076264416;22118
665_sleuth_case2002;3;0.5580892193128449;0.20515632193077382;860
665_sleuth_case2002;4;0.5341418481857587;0.19367362736281146;15795
665_sleuth_case2002;5;0.5059185598695966;0.20725014404887387;21575
665_sleuth_case2002;6;0.526273453635016;-0.5037080211009957;5390
665_sleuth_case2002;7;0.5253940579528773;0.2413079873432461;11964
665_sleuth_case2002;8;0.4907299105770271;0.42905008166199177;6265
665_sleuth_case2002;9;0.512990837853887;0.38939526612324027;23654
665_sleuth_case2002;10;0.5356816010722659;0.13935628293129287;11284
