dataset,trial,r2_train,r2_zero_test,seed,algorithm
225_puma8NH,2,0.6729315904213492,0.6911847807152862,22118,AlpineGP
225_puma8NH,3,0.679309143573755,0.6872926941982471,860,AlpineGP
225_puma8NH,4,0.6624580941763337,0.6578770558609357,15795,AlpineGP
225_puma8NH,5,0.629980235121984,0.6427762819739213,21575,AlpineGP
225_puma8NH,6,0.6752309537512162,0.6959446638200384,5390,AlpineGP
225_puma8NH,7,0.6705610238920834,0.6729208413137082,11964,AlpineGP
225_puma8NH,8,0.6789976895262511,0.6729569166832152,6265,AlpineGP
225_puma8NH,9,0.6685400746413999,0.6600224288697472,23654,AlpineGP
225_puma8NH,10,0.6861488829778175,0.672096046174,11284,AlpineGP
1028_SWD,1,0.4234608156745707,0.4031667180930841,29802,AlpineGP
1028_SWD,2,0.4585377367925767,0.273833635254166,22118,AlpineGP
1028_SWD,3,0.4177891199098786,0.397006185828076,860,AlpineGP
1028_SWD,4,0.4275503388231506,0.3511422236195385,15795,AlpineGP
1028_SWD,5,0.4427590939027139,0.3472283948474569,21575,AlpineGP
1028_SWD,6,0.4379571133001612,0.3424478645232888,5390,AlpineGP
1028_SWD,7,0.4532215692221338,0.3448938242649798,11964,AlpineGP
1028_SWD,8,0.4547535653538238,0.2879606028402701,6265,AlpineGP
1028_SWD,9,0.4146826775369138,0.3885167484620655,23654,AlpineGP
1028_SWD,10,0.4362646090240681,0.3445419133177193,11284,AlpineGP
228_elusage,1,0.9402711852613126,0.5748033551476105,29802,AlpineGP
228_elusage,2,0.9032077604324924,0.2080306094349757,22118,AlpineGP
228_elusage,3,0.8961623151891974,0.8251184823456952,860,AlpineGP
228_elusage,4,0.8794829323200503,0.6382302417004018,15795,AlpineGP
228_elusage,5,0.8920129063345257,0.7762649502156784,21575,AlpineGP
228_elusage,6,0.8992919431336432,0.6874636350662042,5390,AlpineGP
228_elusage,7,0.8981352515734375,0.8252279300701475,11964,AlpineGP
228_elusage,8,0.9156604700307338,0.8015110590148261,6265,AlpineGP
228_elusage,9,0.9253694420735996,0.788649922746097,23654,AlpineGP
228_elusage,10,0.945136381171703,0.0970903936710303,11284,AlpineGP
529_pollen,1,0.7936416714066329,0.7762755533706103,29802,AlpineGP
529_pollen,2,0.796441760348724,0.785822276260983,22118,AlpineGP
529_pollen,3,0.7991947939401095,0.7785509876725825,860,AlpineGP
529_pollen,4,0.7932467702190998,0.7961060170024366,15795,AlpineGP
529_pollen,5,0.7842935305604609,0.8036993537176954,21575,AlpineGP
529_pollen,6,0.7939167974013728,0.7750304206624495,5390,AlpineGP
529_pollen,7,0.7986415668983129,0.7788932489798882,11964,AlpineGP
529_pollen,8,0.7929956828151925,0.7969016425934032,6265,AlpineGP
529_pollen,9,0.7930964536245204,0.7764647903809226,23654,AlpineGP
529_pollen,10,0.7903534660573458,0.8044481380206027,11284,AlpineGP
557_analcatdata_apnea1,1,0.8914047166943031,0.9094617101069528,29802,AlpineGP
557_analcatdata_apnea1,2,0.9036110536456616,0.8474897651392349,22118,AlpineGP
557_analcatdata_apnea1,3,0.8953790747919856,0.9613367834345102,860,AlpineGP
557_analcatdata_apnea1,4,0.908023689787066,0.8913546741014888,15795,AlpineGP
557_analcatdata_apnea1,5,0.903052922793348,0.8399972168013115,21575,AlpineGP
557_analcatdata_apnea1,6,0.8705288007322961,0.8833208976386117,5390,AlpineGP
557_analcatdata_apnea1,7,0.8941568465708954,0.925198723680233,11964,AlpineGP
557_analcatdata_apnea1,8,0.9136887542274436,0.890316485488605,6265,AlpineGP
557_analcatdata_apnea1,9,0.8864968855406027,0.7851059722676985,23654,AlpineGP
557_analcatdata_apnea1,10,0.8997581532647245,0.9032224765910176,11284,AlpineGP
560_bodyfat,1,0.9910864855195214,0.985136432022052,29802,AlpineGP
560_bodyfat,2,0.990099886206146,0.0043965399609599,22118,AlpineGP
560_bodyfat,3,0.9893452518475636,0.9855136161138024,860,AlpineGP
560_bodyfat,4,0.9950834257056178,0.980656506387755,15795,AlpineGP
560_bodyfat,5,0.9893975608541692,-0.2714515892127318,21575,AlpineGP
560_bodyfat,6,0.990355479924966,0.999229484883127,5390,AlpineGP
560_bodyfat,7,0.9919269021353008,0.961190683632748,11964,AlpineGP
560_bodyfat,8,0.9901572430689858,0.9981089974050942,6265,AlpineGP
560_bodyfat,9,0.9881845435261064,0.997713095247208,23654,AlpineGP
560_bodyfat,10,0.9893231476276574,0.9855876712045736,11284,AlpineGP
485_analcatdata_vehicle,1,0.9562516569062208,-0.1715601463048079,29802,AlpineGP
485_analcatdata_vehicle,2,0.923367244872187,0.6915099229217143,22118,AlpineGP
485_analcatdata_vehicle,3,0.9604647591076472,0.2433063202336524,860,AlpineGP
485_analcatdata_vehicle,4,0.9520250722813814,-0.6737070524617248,15795,AlpineGP
485_analcatdata_vehicle,5,0.9507200483563132,0.6530341640099258,21575,AlpineGP
485_analcatdata_vehicle,6,0.9585597123392826,-0.9885936466916884,5390,AlpineGP
485_analcatdata_vehicle,7,0.94160014383098,0.7809377158709528,11964,AlpineGP
485_analcatdata_vehicle,8,0.9602217418581384,0.4941168401088527,6265,AlpineGP
485_analcatdata_vehicle,9,0.9444591505658873,0.8756186124135065,23654,AlpineGP
485_analcatdata_vehicle,10,0.9377473634329327,0.5607232027926023,11284,AlpineGP
659_sleuth_ex1714,1,0.9553866020378122,0.8407921723701436,29802,AlpineGP
659_sleuth_ex1714,2,0.960944414409204,0.6629390384101823,22118,AlpineGP
659_sleuth_ex1714,3,0.9575710492424008,0.7378565910133414,860,AlpineGP
659_sleuth_ex1714,4,0.9566294824043644,-0.3691775680876572,15795,AlpineGP
659_sleuth_ex1714,5,0.9626805056094674,0.673499298569144,21575,AlpineGP
659_sleuth_ex1714,6,0.967712112663978,0.6966259977409986,5390,AlpineGP
659_sleuth_ex1714,7,0.96329951556284,0.4468762999622055,11964,AlpineGP
659_sleuth_ex1714,8,0.9611290179165568,0.6595450494850192,6265,AlpineGP
659_sleuth_ex1714,9,0.96843872582261,-0.0513431264589854,23654,AlpineGP
659_sleuth_ex1714,10,0.9484796239178718,0.8590605471888382,11284,AlpineGP
527_analcatdata_election2000,1,0.9930942724867888,0.9909657878527744,29802,AlpineGP
527_analcatdata_election2000,2,0.9990232530092272,0.9999001075227588,22118,AlpineGP
527_analcatdata_election2000,3,0.999827717483624,0.998066362960225,860,AlpineGP
527_analcatdata_election2000,4,0.9943528173173024,0.989153196744889,15795,AlpineGP
527_analcatdata_election2000,5,0.997711501919464,0.9809805075037978,21575,AlpineGP
527_analcatdata_election2000,6,0.9997656762303844,0.994551192140566,5390,AlpineGP
527_analcatdata_election2000,7,0.9977647930464764,0.995617920490958,11964,AlpineGP
527_analcatdata_election2000,8,0.9977439405971856,0.999257865427144,6265,AlpineGP
527_analcatdata_election2000,9,0.9972831883429464,0.9885665336066448,23654,AlpineGP
527_analcatdata_election2000,10,0.9926124817775728,0.9874342630385744,11284,AlpineGP
1029_LEV,1,0.5912523287801228,0.5281172607973044,29802,AlpineGP
1029_LEV,2,0.5867692526111826,0.5666741252566785,22118,AlpineGP
1029_LEV,3,0.5720317836484903,0.6053509114251944,860,AlpineGP
1029_LEV,4,0.6020650895653286,0.509125019893764,15795,AlpineGP
1029_LEV,5,0.5912300797285677,0.5346056414675295,21575,AlpineGP
1029_LEV,6,0.5817386010509586,0.5579745922847816,5390,AlpineGP
1029_LEV,7,0.5625944038035438,0.6088192797211671,11964,AlpineGP
1029_LEV,8,0.5959422783049066,0.5190838272286133,6265,AlpineGP
1029_LEV,9,0.5871010921001483,0.5518377891107307,23654,AlpineGP
1029_LEV,10,0.5610606946750363,0.6074637899802249,11284,AlpineGP
503_wind,1,0.7513195437817166,0.7335280247147118,29802,AlpineGP
503_wind,2,0.7647089508848839,0.7910251725408567,22118,AlpineGP
503_wind,3,0.7624443845016077,0.7462214508118151,860,AlpineGP
503_wind,4,0.7477021991255967,0.7411001862612401,15795,AlpineGP
503_wind,5,0.7550830870329456,0.7473679245673477,21575,AlpineGP
503_wind,6,0.7666632717631533,0.7612051808259551,5390,AlpineGP
503_wind,7,0.7634998627160516,0.75055150013649,11964,AlpineGP
503_wind,8,0.7664155280647018,0.7482862974681748,6265,AlpineGP
503_wind,9,0.7634392073277961,0.7576114609753869,23654,AlpineGP
503_wind,10,0.7665735237452824,0.7461809971293853,11284,AlpineGP
556_analcatdata_apnea2,1,0.8983578726921722,0.8667598134630898,29802,AlpineGP
556_analcatdata_apnea2,2,0.8880647520117964,0.8973126451019011,22118,AlpineGP
556_analcatdata_apnea2,3,0.8841522843825264,0.917993559573338,860,AlpineGP
556_analcatdata_apnea2,4,0.8917971610848209,0.8252935334175864,15795,AlpineGP
556_analcatdata_apnea2,5,0.8830839313326642,0.8201951318876419,21575,AlpineGP
556_analcatdata_apnea2,6,0.8906159111521197,0.8966855647602909,5390,AlpineGP
556_analcatdata_apnea2,7,0.9293866058804064,0.8283846759473867,11964,AlpineGP
556_analcatdata_apnea2,8,0.8916715783120244,0.8706178485565791,6265,AlpineGP
556_analcatdata_apnea2,9,0.8876050911965032,0.8567536962488703,23654,AlpineGP
556_analcatdata_apnea2,10,0.9007642473979014,0.8943392891662627,11284,AlpineGP
192_vineyard,1,0.8796395508713746,0.6531113566991043,29802,AlpineGP
192_vineyard,2,0.8555584633823902,0.4817066970438833,22118,AlpineGP
192_vineyard,3,0.8819391530259777,0.5146762776931855,860,AlpineGP
192_vineyard,4,0.8801092552020179,0.3335302363610153,15795,AlpineGP
192_vineyard,5,0.8870600937226522,-0.5939988337482807,21575,AlpineGP
192_vineyard,6,0.8951787731843179,-0.036477597759766,5390,AlpineGP
192_vineyard,7,0.8423758303126817,0.6136551228196641,11964,AlpineGP
192_vineyard,8,0.8565764058119841,0.0589336775715229,6265,AlpineGP
192_vineyard,9,0.8501007685219921,0.6407480101337515,23654,AlpineGP
192_vineyard,10,0.8881515325066104,0.2783313561029684,11284,AlpineGP
663_rabe_266,1,0.9963318792951192,0.9944571659599568,29802,AlpineGP
663_rabe_266,2,0.9960449686025732,0.9951265003933344,22118,AlpineGP
663_rabe_266,3,0.9966286261213916,0.9951027571127898,860,AlpineGP
663_rabe_266,4,0.9977953299810122,0.9961722222447632,15795,AlpineGP
663_rabe_266,5,0.995829672166526,0.993203248165681,21575,AlpineGP
663_rabe_266,6,0.995634735935481,0.9927080395057613,5390,AlpineGP
663_rabe_266,7,0.9957878590760464,0.995174404229894,11964,AlpineGP
663_rabe_266,8,0.9966844578793942,0.9943712810527008,6265,AlpineGP
663_rabe_266,9,0.9963026569250134,0.9961567401170858,23654,AlpineGP
663_rabe_266,10,0.9963112360791532,0.9959438857075869,11284,AlpineGP
665_sleuth_case2002,1,0.5735852739963965,0.3483944913945899,29802,AlpineGP
665_sleuth_case2002,2,0.5610915733175594,-0.008518205796542,22118,AlpineGP
665_sleuth_case2002,3,0.5985536735523878,0.285634461972175,860,AlpineGP
665_sleuth_case2002,4,0.5695959279183549,0.0514851822379324,15795,AlpineGP
665_sleuth_case2002,5,0.5727788143438051,0.1181336657144798,21575,AlpineGP
665_sleuth_case2002,6,0.5652317518404746,0.1753786139159328,5390,AlpineGP
665_sleuth_case2002,7,0.5648099341023285,0.1194354238051512,11964,AlpineGP
665_sleuth_case2002,8,0.5050974456332107,0.5188510823301363,6265,AlpineGP
665_sleuth_case2002,9,0.5771044544972879,0.3415038569000175,23654,AlpineGP
665_sleuth_case2002,10,0.5571583264351312,0.0925991385380057,11284,AlpineGP
1027_ESL,1,0.8745860173518267,0.8584778313640371,29802,AlpineGP
1027_ESL,2,0.8743636348129451,0.8722190100970827,22118,AlpineGP
1027_ESL,3,0.867468554857224,0.8745624315418928,860,AlpineGP
1027_ESL,4,0.8672828283721694,0.88441181583759,15795,AlpineGP
1027_ESL,5,0.8741540638778759,0.8602448689470964,21575,AlpineGP
1027_ESL,6,0.8725524492207339,0.8543254584080545,5390,AlpineGP
1027_ESL,7,0.8716405426615197,0.8597199084006231,11964,AlpineGP
1027_ESL,8,0.8721877704225705,0.8721609692883434,6265,AlpineGP
1027_ESL,9,0.8689060560357709,0.8633450445762385,23654,AlpineGP
1027_ESL,10,0.8799165790049631,0.8263484444421424,11284,AlpineGP
230_machine_cpu,1,0.9549089454605368,0.9289960846134838,29802,AlpineGP
230_machine_cpu,2,0.9528029046635,0.9345100057582758,22118,AlpineGP
230_machine_cpu,3,0.953385512286464,0.8746224596991334,860,AlpineGP
230_machine_cpu,4,0.9519171210429606,0.9335547216343242,15795,AlpineGP
230_machine_cpu,5,0.938381530557404,0.8466691682989296,21575,AlpineGP
230_machine_cpu,6,0.9574961940668668,0.8458684307271529,5390,AlpineGP
230_machine_cpu,7,0.9660795429846356,0.664430571232125,11964,AlpineGP
230_machine_cpu,8,0.9324853287848348,0.69587604343833,6265,AlpineGP
230_machine_cpu,9,0.95440682392764,0.864878677890216,23654,AlpineGP
230_machine_cpu,10,0.9551722312058656,0.7905152833510922,11284,AlpineGP
1089_USCrime,1,0.9560274649316473,0.7534298691060068,29802,AlpineGP
1089_USCrime,2,0.9693582011555982,0.8568143526042395,22118,AlpineGP
1089_USCrime,3,0.956919960354414,0.565820103134745,860,AlpineGP
1089_USCrime,4,0.9636573291802204,0.7167797850203366,15795,AlpineGP
1089_USCrime,5,0.9647429212730816,0.890348584522086,21575,AlpineGP
1089_USCrime,6,0.9519940138284154,0.794866576038383,5390,AlpineGP
1089_USCrime,7,0.9644255328084734,0.6411653693736279,11964,AlpineGP
1089_USCrime,8,0.9778683328582554,0.5254743159207195,6265,AlpineGP
1089_USCrime,9,0.9736848350016596,0.59772044787141,23654,AlpineGP
1089_USCrime,10,0.9590268040831588,0.7066007553479171,11284,AlpineGP
561_cpu,1,0.988018176982231,0.982155949907376,29802,AlpineGP
561_cpu,2,0.9915738223269124,0.9591677711470744,22118,AlpineGP
561_cpu,3,0.991653465803176,0.9321063903926404,860,AlpineGP
561_cpu,4,0.9874596166089712,0.97085210388977,15795,AlpineGP
561_cpu,5,0.988470952350488,0.9593766631203098,21575,AlpineGP
561_cpu,6,0.9864699930938016,0.954471133561262,5390,AlpineGP
561_cpu,7,0.992759490011068,0.9783473936854228,11964,AlpineGP
561_cpu,8,0.9932630658395668,0.8628640915315068,6265,AlpineGP
561_cpu,9,0.9871963852486156,0.9304359653956448,23654,AlpineGP
561_cpu,10,0.9882365599521848,0.9933351903124954,11284,AlpineGP
