problem;trial;r2_train;r2_test;seed
192_vineyard;1;0.8685953035111008;0.03539155271984118;29802
192_vineyard;2;0.8302982929155435;0.42393697918852336;22118
192_vineyard;3;0.8771419711500533;0.5044768324529099;860
192_vineyard;4;0.8900763391354068;0.22913326476929907;15795
192_vineyard;5;0.8877922158502093;-0.4488505285675992;21575
192_vineyard;6;0.8878454094823643;0.25185418789362246;5390
192_vineyard;7;0.8276096468774254;0.7317785595132291;11964
192_vineyard;8;0.818739484557051;0.37938084092130175;6265
192_vineyard;9;0.8415990460568676;0.7108363961020185;23654
192_vineyard;10;0.8706588830295092;0.37902647444114923;11284
