problem;trial;r2_train;r2_test;seed
560_bodyfat;1;0.9910864855195214;0.9851364320220519;29802
560_bodyfat;2;0.9900998862061461;0.0043965399609599;22118
560_bodyfat;3;0.9893452518475635;0.9855136161138023;860
560_bodyfat;4;0.9950834257056178;0.980656506387755;15795
560_bodyfat;5;0.9893975608541692;-0.2714515892127318;21575
560_bodyfat;6;0.9903554799249659;0.999229484883127;5390
560_bodyfat;7;0.9919269021353008;0.9611906836327481;11964
560_bodyfat;8;0.9901572430689858;0.9981089974050942;6265
560_bodyfat;9;0.9881845435261063;0.997713095247208;23654
560_bodyfat;10;0.9893231476276574;0.9855876712045737;11284
