problem;trial;r2_train;r2_test;seed;best_model
Nguyen-1;1;1.0;1.0;29802;x*(x**2 + x + 1)
Nguyen-1;2;1.0;1.0;22118;x*(x*(x + 1) + 1)
Nguyen-1;3;1.0;1.0;860;x*(x**2 + x + 1)
Nguyen-1;4;1.0;1.0;15795;x*(x*(x + 1) + 1)
Nguyen-1;5;1.0;1.0;21575;x*(x*(x + 1) + 1)
Nguyen-1;6;1.0;1.0;5390;(x**2 + x + 1)*log(exp(x))
Nguyen-1;7;1.0;1.0;11964;x*(x**2 + x + 1)
Nguyen-1;8;1.0;1.0;6265;x*(x*(x + 1) + 1)
Nguyen-1;9;1.0;1.0;23654;x*(x*(x + 1) + 1)
Nguyen-1;10;1.0;1.0;11284;x*(x**2 + x + 1)
