problem;trial;r2_train;r2_test;seed
Nguyen-8;1;0.9925378736724393;0.8701684643162948;29802
Nguyen-8;2;0.9975773620972944;-1.5613235082686834;22118
Nguyen-8;3;0.996728796648761;0.9999999241228287;860
Nguyen-8;4;1.0;1.0;15795
Nguyen-8;5;0.9925378736724393;0.8701684643162948;21575
Nguyen-8;6;0.9975773620972944;-1.5613235082686834;5390
Nguyen-8;7;0.9974795722029468;0.886087417027168;11964
Nguyen-8;8;0.9975773620972944;-1.5613235082686834;6265
Nguyen-8;9;0.9975773620972944;-1.5613235082686834;23654
Nguyen-8;10;0.9975773620972944;-1.5613235082686834;11284
