problem;trial;r2_train;r2_test;seed
1028_SWD;1;0.42166214605720875;0.39783101345097904;29802
1028_SWD;2;0.4508904792229781;0.2533663657502876;22118
1028_SWD;3;0.4122373251087723;0.39192600419353096;860
1028_SWD;4;0.42529095706907427;0.3262196874624489;15795
1028_SWD;5;0.43009985067253365;0.3032646340350408;21575
1028_SWD;6;0.42977818443623783;0.3143698837212827;5390
1028_SWD;7;0.4289196528446526;0.28487706174746863;11964
1028_SWD;8;0.44515791496461965;0.2678947079436411;6265
1028_SWD;9;0.40898361020087537;0.3787207774446182;23654
1028_SWD;10;0.4328735790536081;0.3380597416567136;11284
